-2.381505624538196031e+00 8.243806033666114530e+00 -2.042748338894782023e-01 -7.804280684122788081e+00 3.235243469326408938e+00 -1.108406032420589771e+00
-5.562695784471496374e-01 7.891902684162857007e+00 -3.156540713432124612e+00 -7.558860273911630401e+00 3.509127432870069452e+00 -8.748319118475411660e-01
-1.802213619260881750e+00 7.885052292499260318e+00 -1.536078514638219872e+00 -9.477360191509580645e+00 3.352114210985031040e+00 -2.277435037085885128e+00
1.921192906838100622e-01 8.374807452098753657e+00 -9.059931900994004916e-01 -6.951479770652346346e+00 2.653434257597613311e+00 -2.216683777128483079e+00
6.262117862511429323e-02 8.306795487406958500e+00 -1.519995913207821125e-01 -9.577075398564504738e+00 4.722061068558000230e+00 3.983359704168514259e-01
-3.062587305560920958e-01 9.991346118562193013e+00 -1.367769280059672798e+00 -7.782581001910630292e+00 3.666038998943469185e+00 -6.751334914036557500e-01
-2.007487461062699374e+00 7.717670489709516524e+00 -1.951854411195988792e+00 -7.031507348744225894e+00 2.775170472186824000e+00 2.517544562121898366e-01
-1.609672585372543319e+00 7.697476520563626856e+00 -3.643516085695932549e-01 -5.893138803800729519e+00 3.264054041332214329e+00 -9.275230794594577777e-01
-1.064305655048479071e+00 8.309611746546492483e+00 -1.474606871168800515e+00 -8.470164376005847373e+00 2.069800191391503397e+00 -4.117696103264588681e-01
-2.418254048758956554e-01 9.759831628609919818e+00 -1.839744272699364025e+00 -7.564468072936096021e+00 4.389022764015898304e+00 -2.091522423465144165e+00
-5.954202632333993606e-01 7.535326034251259131e+00 -1.771920185888764543e+00 -7.707270788572022191e+00 2.728795340920093793e+00 -1.572541153207345666e+00
-3.281374619521560732e+00 6.254365772189917294e+00 -2.032593370934540289e+00 -9.031847095042945028e+00 2.237777523264230073e+00 -8.821013728780233709e-01
3.668489898428812790e-01 8.782893376134239816e+00 -1.341069816194296216e+00 -7.859256662928864046e+00 3.618046628536307097e+00 -1.485422840810343814e+00
-2.238199184791404672e+00 9.662650253687028012e+00 -2.650583824211231843e+00 -8.389582502722051416e+00 2.851762223648542260e+00 -1.576238374723409663e+00
-2.046902330403937320e+00 8.967730065889721658e+00 7.813103910764209736e-01 -8.320498758266895223e+00 4.967300394280655063e+00 -2.115611697161991156e+00
-2.247026893570926553e+00 7.526605901650959218e+00 -9.627273074712778822e-01 -6.742484235269327719e+00 2.688371612166096991e+00 -2.825968120205095691e-01
-1.088511834074632478e+00 8.750951179316949435e+00 -3.272346914412791463e+00 -8.532996425281883290e+00 3.242100578515938025e+00 -2.296844965575908226e+00
-6.322197675691131336e-01 9.003022286514950068e+00 8.384714685742222784e-01 -8.392716333169218501e+00 4.370719835065517422e+00 -1.241634480971895549e+00
-4.308876233509160159e-01 7.539057001248965939e+00 -1.491380690506315387e+00 -7.951317478682800477e+00 2.446082195727528052e+00 -1.284559390090223019e-01
-1.456540592778361898e+00 9.221300613545190927e+00 -1.534909975030840146e+00 -6.853770598871497199e+00 3.519173473752591708e+00 -1.234987350202970680e+00
-2.718701271272076170e+00 8.141034035806683278e+00 1.605086435619562657e-01 -6.025745222201164708e+00 1.133059714782912675e+00 -1.721648751053644677e+00
-7.522729589324494981e-02 9.308301454108169892e+00 -9.214492373127166625e-01 -8.054825539287376657e+00 3.401338924158048727e+00 -1.010331812192251544e+00
-1.003413135852086802e+00 8.338311417108091206e+00 -1.372014840647105993e+00 -4.931313779384987939e+00 1.674188289039793442e+00 2.070659132514924838e-01
-1.355494457700625599e+00 8.713958697723880320e+00 -5.051682908484727008e-01 -9.405155559750836503e+00 3.329944063606693483e+00 -1.393105500590913870e+00
-5.258800042279972997e-01 9.139850169196263252e+00 -1.488454561761775929e+00 -9.193970730555033555e+00 3.996231165212235759e+00 -1.381077100028851090e+00
-8.263057680888337142e-01 6.761042495017597354e+00 -1.793810822689865025e+00 -7.361494383251825369e+00 3.357369030478740690e+00 -2.058409767561670378e+00
-4.786691114552755755e-01 7.710567706071151051e+00 -2.912142930530919660e+00 -6.429751583544555338e+00 3.615150209422520966e+00 6.894567351489080398e-01
-2.259182451276255943e-01 7.715254761849213772e+00 -1.272887515882555887e+00 -9.620130078732902490e+00 2.512008292319387159e+00 -1.641633555164808911e+00
-1.545667519566731540e+00 8.184726352130669014e+00 -2.880273862229874027e+00 -8.032933524458567121e+00 3.556279246037131969e+00 -3.630336592779888072e-01
-1.032260970428447555e+00 8.322895458090549425e+00 -6.171662138123589214e-01 -9.267199384830945519e+00 2.464580652887628176e+00 -1.232611040282214354e+00
-2.255026393909921545e+00 9.650669470249452431e+00 -1.362864209152870876e+00 -7.685291670946122089e+00 2.463392400506057012e+00 -7.562549993760796507e-01
7.745156055027457853e-03 1.014042935323942096e+01 -1.611648804571739202e+00 -6.240588972668586365e+00 2.217713005922684388e+00 -2.798493953507215082e+00
3.015695667372317867e-01 8.132235064442856043e+00 -2.208830517573082020e+00 -7.821359194808986004e+00 4.000778771943851453e+00 -4.498809930818847835e-01
-6.052582669156104656e-01 9.155689368414899221e+00 -5.634115577548154397e-01 -8.513690178397459007e+00 3.782956831083270188e+00 -2.077020469167673689e+00
-1.346554160712229997e+00 7.775612428980987367e+00 -1.595204760153990708e+00 -8.586181648151951507e+00 2.937508457504056203e+00 -2.451745052068848629e+00
-5.634054760809140694e-01 9.359352176104239973e+00 -2.753031103963946347e+00 -7.577531315617743957e+00 5.229903963957287516e+00 -1.593072805352971022e+00
-1.648346963274273769e+00 8.095109526776663955e+00 -2.419891532198067630e+00 -8.125293383270836500e+00 4.183307404692537368e+00 -5.639490269111699927e-01
-6.827464679202364106e-01 8.672976903056726528e+00 -1.721355104756792320e+00 -6.822292924381048174e+00 2.171179605617370889e+00 -1.619878232066754409e+00
-2.245323434121579531e+00 1.050778983223379015e+01 -2.465183224515055116e+00 -7.967512985377163126e+00 2.731762512528284947e+00 -1.411910679617726760e+00
-1.347329803921257785e+00 8.470993268468061999e+00 -1.482966118014043877e+00 -7.943765490021347020e+00 3.292409885643299283e+00 -2.095836268874808894e+00
7.138719265614108522e-01 9.742427843831055867e+00 -3.085751246376392753e+00 -7.008709116885321500e+00 3.350117581707730441e+00 -1.909129584725746565e+00
1.123324351500871510e+00 1.063163172636919640e+01 -1.710454822779404527e+00 -7.146289840559642670e+00 3.460469989705782456e+00 -1.311013956363847432e+00
