-2.843529980330185225e+00 -5.457583906516805250e+00
-3.004757504494096843e+00 -5.950989177773908345e+00
-4.207977542063419563e+00 -5.437118589081356035e+00
-2.224602588183842489e+00 -5.676876798422656023e+00
-2.311804983418386250e+00 -6.449579683556150300e+00
-2.322320788673686742e+00 -6.368233775168953059e+00
-4.219231250703916025e+00 -6.190866770254149998e+00
-2.055645356899203691e+00 -5.570848087328791998e+00
-2.821699762344356266e+00 -6.827462041305572882e+00
-3.162574345325027458e+00 -6.656130931511733628e+00
-4.661025135300812750e+00 -4.936357215808604870e+00
-3.240753045404394683e+00 -6.716333878315413841e+00
-4.967793079421898739e+00 -7.180510803769291073e+00
-4.020575117493886630e+00 -5.476213457214419655e+00
-2.621708944734423508e+00 -4.903897666569656089e+00
-4.208001555483408040e+00 -5.670547776681357455e+00
-5.017879029013195158e+00 -5.828702324159154458e+00
-2.845565211884642398e+00 -7.667262049773646559e+00
-3.804733114260348881e+00 -4.825110093457187332e+00
-3.310228036406034580e+00 -6.505149877275483661e+00
-2.427903662157491205e+00 -5.710015676256013251e+00
-3.565408677367688295e+00 -5.730977891729351903e+00
-3.096850902255222859e+00 -4.865550346770312728e+00
-3.138435367491522410e+00 -5.550863068153152113e+00
-2.165486611338446110e+00 -6.016868515776498505e+00
-1.699788977806503842e+00 -6.907392975448479078e+00
-3.611217009589733795e+00 -4.545327004124975367e+00
-4.249315365614652507e+00 -5.489470958417831170e+00
-2.278302921455273022e+00 -6.144966359643228238e+00
-5.021932356786219742e+00 -4.781426363875224794e+00
-2.938305320206997973e+00 -4.777937740200636441e+00
-2.628062303125528132e+00 -6.577114708791937936e+00
-3.577072960976854343e+00 -5.089635493515895170e+00
-5.144619161366939863e+00 -4.851963848674599511e+00
-3.606785704986293695e+00 -4.659958895209755703e+00
-2.449887397763159225e+00 -3.031342933424436392e+00
-3.326526422388931703e+00 -4.566718983173438495e+00
-4.014746662514423470e+00 -6.520146790994115982e+00
-2.941108146886491692e+00 -5.520852197188453658e+00
-2.200387380554405414e+00 -3.751465575227359572e+00
-3.703124123453486849e+00 -4.764809073050320976e+00
-2.636464755329970266e+00 -3.490037898908659120e+00
-3.806291988880252664e+00 -3.809411865826993093e+00
-3.232048066179864509e+00 -4.509235345943555906e+00
-4.626250572551668938e+00 -5.974686152689335117e+00
-3.164498697358933299e+00 -7.348171172985193067e+00
-4.787419567941261889e+00 -5.632386027749475943e+00
-3.344906784386164400e+00 -5.635637555360965223e+00
-3.442068484843665566e+00 -5.609512152357635451e+00
